RFs	Gene.ID	Regulatory.Type	RIF1_Pearson	RIF1_Spearman	RIF1_Sobolev	RIF1_Fisher	RIF2_Pearson	RIF2_Spearman	RIF2_Sobolev	RIF2_Fisher
ENSG00000266088	ENSG00000266088	lncRNA	0.68	0.74	0.72	0.31	0.71	0.65	0.38	0.27
ENSG00000266149	ENSG00000266149	lncRNA	0.15	0.54	-0.06	0.2	0.49	0.69	-0.27	-0.01
ENSG00000266256	ENSG00000266256	lncRNA	0.33	0.91	-2.67	-0.05	0.43	-0.48	0.5	-0.34
ENSG00000266312	ENSG00000266312	lncRNA	0.78	0.62	0.41	0.19	-0.82	-1.11	-1.15	-1.46
ENSG00000266402	ENSG00000266402	lncRNA	0.43	-0.04	-1.06	-0.26	0.09	-0.7	0.87	0.94
ENSG00000266441	ENSG00000266441	lncRNA	-0.12	-0.73	-0.72	-0.11	0	-0.09	0.46	0.58
ENSG00000266554	ENSG00000266554	lncRNA	-0.28	0.49	0.68	0.22	0.83	1.02	0.81	0.94
ENSG00000266711	ENSG00000266711	lncRNA	-1.94	-0.05	0.78	0.24	0.38	0.26	0.74	0.97
ENSG00000266835	ENSG00000266835	lncRNA	0.8	0.69	0.57	0.29	0.52	0.55	0	0.22
ENSG00000266951	ENSG00000266951	lncRNA	0.72	0.54	-0.08	0.25	0.71	0.68	0.96	1.02
ENSG00000266998	ENSG00000266998	lncRNA	0.63	0.53	0.63	0.3	0.7	0.83	0.09	-0.1
ENSG00000267028	ENSG00000267028	lncRNA	-1.06	-1.2	0.42	0.2	0.13	0.24	-0.34	-0.08
ENSG00000267034	ENSG00000267034	lncRNA	0.63	0.33	-0.13	0.21	0.72	0.43	0.94	0.85
ENSG00000267057	ENSG00000267057	lncRNA	0.02	0.53	0.02	0.23	0.68	0.81	0.75	0.64
ENSG00000267069	ENSG00000267069	lncRNA	0.09	-0.26	0.7	0.22	-0.5	-1.01	-0.7	-1.34
ENSG00000267077	ENSG00000267077	lncRNA	0.35	0.51	0.35	0.27	0.36	0.6	-0.04	-0.02
ENSG00000267078	ENSG00000267078	lncRNA	-1.59	-1.94	-0.5	-0.16	0.12	-0.7	0.61	0.97
ENSG00000267079	ENSG00000267079	lncRNA	0.43	-0.15	0.53	0.3	0.66	0.34	0.09	-0.17
ENSG00000267082	ENSG00000267082	lncRNA	-1.33	-0.58	-0.39	0.01	-3.76	-3.35	-4.94	-3.26
ENSG00000267137	ENSG00000267137	lncRNA	-0.05	0.82	-1.78	-0.16	-2.72	-0.4	-1.89	-1.02
ENSG00000267304	ENSG00000267304	lncRNA	-0.99	-1.67	-0.47	-0.2	-2.61	-3.76	-2.28	-2.49
ENSG00000267313	ENSG00000267313	lncRNA	0.62	0.49	0.69	0.31	0.48	0.81	0.43	0.53
ENSG00000267327	ENSG00000267327	lncRNA	0.31	0.49	0.04	0.24	0.56	0.65	0.21	0.33
ENSG00000267328	ENSG00000267328	lncRNA	0.56	0.64	0.58	0.26	-2.63	-2.5	-1.64	-1.79
ENSG00000267372	ENSG00000267372	lncRNA	0.44	-0.18	0.61	0.28	0.27	-0.33	-0.37	-0.75
ENSG00000267383	ENSG00000267383	lncRNA	0.72	0.51	0.6	0.18	0.73	0.87	-0.63	-0.66
ENSG00000267405	ENSG00000267405	lncRNA	0.53	0.79	-0.12	0.28	-3.83	-3.13	-2.75	-3.1
ENSG00000267407	ENSG00000267407	lncRNA	-0.86	0.68	0.62	0.28	0.71	0.8	0.24	0.6
ENSG00000267432	ENSG00000267432	lncRNA	0.41	-1.17	0.25	0.21	0.19	0.68	0.09	0.07
ENSG00000267453	ENSG00000267453	lncRNA	-1.55	-0.55	-0.21	0.15	0.86	0.83	0.07	-0.03
ENSG00000267466	ENSG00000267466	lncRNA	0.2	0.69	0.69	0.26	0.72	0.38	0.23	0.06
ENSG00000267474	ENSG00000267474	lncRNA	0.49	-0.17	0.7	0.28	0.73	0.76	-0.39	-0.31
ENSG00000267489	ENSG00000267489	lncRNA	-1.67	0.62	0.71	0.21	0.7	0.8	0.47	0.79
ENSG00000267493	ENSG00000267493	lncRNA	-0.3	0.33	0.73	0.21	-0.88	-1.87	-0.13	0.16
ENSG00000267505	ENSG00000267505	lncRNA	0.41	0.73	-0.5	0.12	-4.05	-3.74	-4.52	-3.63
ENSG00000267506	ENSG00000267506	lncRNA	-0.01	0.6	0.68	0.24	0.75	0.42	0.09	-0.08
ENSG00000267512	ENSG00000267512	lncRNA	0.23	0.52	0.71	0.28	0.76	0.91	0.13	0.44
ENSG00000267519	ENSG00000267519	lncRNA	0.38	-0.24	0.45	0.13	0.42	0.16	0.65	0.9
ENSG00000267530	ENSG00000267530	lncRNA	-3.16	-3.37	-1.38	-0.31	-0.03	-0.01	0.18	0.26
ENSG00000267583	ENSG00000267583	lncRNA	0.65	0.46	0.62	0.3	0.75	0.87	-0.13	-0.42
ENSG00000267612	ENSG00000267612	lncRNA	-0.44	0.34	0.27	0.22	0.49	0.8	-0.28	-0.17
ENSG00000267614	ENSG00000267614	lncRNA	0.65	-0.27	0.5	0.3	0.51	0.87	0.31	0.69
ENSG00000267653	ENSG00000267653	lncRNA	-0.67	-0.82	0.69	0.16	0.37	-1.66	0.6	0.14
ENSG00000267677	ENSG00000267677	lncRNA	-0.38	-0.36	0.08	0	-0.51	-0.87	0.23	0.5
ENSG00000267723	ENSG00000267723	lncRNA	0.43	0.55	0.35	0.29	0.79	0.91	0.33	0.06
ENSG00000267737	ENSG00000267737	lncRNA	0.82	0.79	0.5	0.28	-0.88	-0.72	-1.37	-1.23
ENSG00000267746	ENSG00000267746	lncRNA	0.74	-2.79	-1.2	0.27	-0.52	0.89	-2.17	-0.8
ENSG00000267750	ENSG00000267750	lncRNA	0.53	-0.22	0.75	0.29	0.19	-1.28	0.3	0.38
ENSG00000267751	ENSG00000267751	lncRNA	0.75	0.94	0.62	0.23	0.24	0.33	0.42	0.48
ENSG00000267774	ENSG00000267774	lncRNA	0.57	0.95	0.24	0.13	-2.75	-1.33	-1.68	-1.98
ENSG00000267784	ENSG00000267784	lncRNA	0.69	0.62	0.17	0.23	-1.49	-1.13	-2.53	-1.62
ENSG00000267943	ENSG00000267943	lncRNA	-1.6	-0.23	0.62	0.21	0.49	0.83	-0.29	-0.08
ENSG00000268095	ENSG00000268095	lncRNA	0.85	-0.16	0.81	0.29	0.22	-0.38	0.1	0.27
ENSG00000268262	ENSG00000268262	lncRNA	-0.52	-0.54	-1.01	-0.09	0.72	0.8	0.12	0.22
ENSG00000268287	ENSG00000268287	lncRNA	-0.19	-0.37	0.25	0.12	0.25	0.24	0.67	0.71
ENSG00000268388	ENSG00000268388	lncRNA	0.59	0.78	0.12	0.24	-3.27	-3.05	-3.6	-2.96
ENSG00000268460	ENSG00000268460	lncRNA	0.35	0.29	0.68	0.22	0.19	0.52	-0.29	-0.67
ENSG00000268505	ENSG00000268505	lncRNA	0.69	0.73	0.2	0.29	-2.42	-1.96	-1.82	-2.27
ENSG00000268686	ENSG00000268686	lncRNA	0.25	-1.86	0.71	0.3	-0.07	-0.91	0.04	0.13
ENSG00000268754	ENSG00000268754	lncRNA	0.67	0.88	0.62	0.29	-1.94	-0.57	-3.09	-1.87
ENSG00000268895	ENSG00000268895	lncRNA	0.86	0.77	0.66	0.3	0.46	-0.04	-0.39	-0.54
ENSG00000269043	ENSG00000269043	lncRNA	0.16	-0.99	-0.05	0.14	0.7	0.06	0.93	1.03
ENSG00000269086	ENSG00000269086	lncRNA	0.76	0.29	0.57	0.22	-0.25	-1.25	0.51	0.76
ENSG00000269186	ENSG00000269186	lncRNA	0.64	0.75	0.42	0.29	-0.2	-0.33	0.15	-0.64
ENSG00000269235	ENSG00000269235	lncRNA	0.9	0.82	0.44	0.34	0.28	0.4	0.79	0.74
ENSG00000269416	ENSG00000269416	lncRNA	0.75	0.65	0.49	0.31	0.63	0.53	-0.35	-0.41
ENSG00000269420	ENSG00000269420	lncRNA	0.93	0.63	-0.68	0.05	0.14	-0.61	0.8	1.11
ENSG00000269707	ENSG00000269707	lncRNA	0.79	0.79	0.75	-5.14	0.75	0.88	1.15	0.65
